#HQF Ship Bonus Mapping Table,,,,,,,,,,,
#Ship ID,Affecting Type,Affecting ID,Affected Attribute,Affected Type,Affected ID,Stack Nerf,Per Level,Calc Type,Value,Status,Description
# Abaddon,,,,,,,,,,,
625,1,3335,6,2,325;1698,0,1,0,-5,15,Remote Armor Repairer Cap Use
625,1,3335,84,2,325;1698,0,1,0,12.5,15,Remote Armor Repairer Rep Amount
625,0,0,54,2,325;1698,0,0,0,430,15,Remote Armor Repairer Optimal
625,0,0,2044,2,325;1698,0,0,0,430,15,Remote Armor Repair Falloff
625,0,0,91,2,67,0,0,0,1000,15,Energy Transfer Range
625,0,0,90,2,67,0,0,0,200,15,Energy Transfer Amount
# Augoror Navy Issue,,,,,,,,,,,
29337,1,3335,10014,4,568;572,0,1,0,25,15,Medium Energy Turret Damage
29337,1,3335,265,1,29337,0,1,0,10,15,Armor HP
# Avatar,,,,,,,,,,,
11567,1,3347,10014,4,773;774,0,1,0,180,15,Capital Energy Turret Damage
11567,1,3347,6,4,773;774,0,1,0,-10,15,Small Energy Turret Cap Use
11567,1,3347,55,3,6,0,1,0,-7.5,16,Gang Capacitor Recharge
11567,1,3347,10063,1,11567,0,1,1,1,15,Warfare Link Bonus
11567,1,3347,10009,1,11567,0,1,1,10,15,Warp Core Strength
11567,0,0,72,2,38,0,0,0,500,15,Shield HP - Extenders
11567,0,0,1159,2,329,0,0,0,500,15,Armor HP - Plates
11567,0,0,2112,1,11567,0,0,0,80,15,Sensor Dampener resistance
11567,0,0,2113,1,11567,0,0,0,80,15,Weapon Disruption resistance
11567,0,0,2115,1,11567,0,0,0,80,15,Stasis effect resistance
11567,0,0,2135,1,11567,0,0,0,80,15,Remote Electronic Assistance impedance
11567,0,0,73,2,1313,0,0,0,500,15,Entosis link duration
11567,0,0,10063,1,11567,0,0,1,2,15,Warfare Link Use
# Badger,,,,,,,,,,,
648,1,3342,10004,1,648,0,1,0,5,15,Cargo Capacity
648,1,3342,70,1,648,0,1,0,-5,15,Agility
# Bantam,,,,,,,,,,,
582,1,3330,68,2,41;1697,0,1,0,10,15,Remote Shield Booster Rep Amount
582,1,3330,6,2,41;1697,0,1,0,-10,15,Remote Shield Booster Cap Use
582,0,0,54,2,41;1697,0,0,0,300,15,Remote Shield Booster Optimal
582,0,0,2044,2,41;1697,0,0,0,300,15,Remote Shield Booster Falloff
# Barghest,,,,,,,,,,,
33820,1,3338,114,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,1,0,10,15,Missile EM Damage
33820,1,3338,116,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,1,0,10,15,Missile Explosive Damage
33820,1,3338,117,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,1,0,10,15,Missile Kinetic Damage
33820,1,3338,118,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,1,0,10,15,Missile Thermal Damage
33820,1,3336,54,2,52,0,1,0,10,15,Warp Disruptor Range
33820,0,0,37,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,0,0,200,15,Missile Velocity
33820,0,0,281,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,0,0,-50,15,Missile Flight Time
# Basilisk,,,,,,,,,,,
11985,1,3334,54,2,41;1697,0,1,0,60,15,Remote Shield Booster Optimal
11985,1,3334,2044,2,41;1697,0,1,0,60,15,Remote Shield Booster Falloff
11985,1,3334,91,2,67,0,1,0,150,15,Energy Transfer Range
11985,1,3334,84,4,842,0,1,0,20,15,Armor Maintenance Bot Transfer
11985,1,3334,83,4,842,0,1,0,20,15,Hull Maintenance Bot Transfer
11985,1,12096,6,2,41;1697,0,1,0,-15,15,Remote Shield Booster Cap Use
11985,1,12096,6,2,67,0,1,0,-15,15,Energy Transfer Cap Use
11985,0,0,50,2,41;1697,0,0,0,-50,15,Remote Shield Booster CPU
11985,0,0,30,2,67,0,0,0,-50,15,Energy Transfer PG
# Bellicose,,,,,,,,,,,
630,1,3333,51,2,511;510;771,0,1,0,-5,15,"Rapid Light, Heavy & HAM Launcher ROF"
630,1,3333,554,2,379,0,1,0,7.5,15,Target Painter Effect Sig Radius
# Bestower,,,,,,,,,,,
1944,1,3343,10004,1,1944,0,1,0,5,15,Cargo Capacity
1944,1,3343,37,1,1944,0,1,0,5,15,Max Velocity
# Bestower Tash-Murkon Edition,,,,,,,,,,,
#33695,1,3343,10004,1,33695,0,1,0,5,15,Cargo Capacity
#33695,1,3343,37,1,33695,0,1,0,5,15,Max Velocity
# Bhaalgorn,,,,,,,,,,,
17920,0,0,10014,4,569;573,0,0,0,100,15,Large Energy Turret Damage
17920,1,3339,90,2,68,0,1,0,15,15,Nos Drain Amount
17920,1,3339,97,2,71,0,1,0,15,15,Neut Drain Amount
17920,1,3337,54,2,65,0,1,0,20,15,Stasis Web Range
# Bifrost,,,,,,,,,,,
37480,1,33094,116,2,387;648;384;653;394,0,1,0,10,15,Rocket & Light Missile Explosive Damage
37480,1,33094,117,2,387;648;384;653;394,0,1,0,10,15,Rocket & Light Missile Kinetic Damage
37480,1,33094,114,2,387;648;384;653;394,0,1,0,10,15,Rocket & Light Missile EM Damage
37480,1,33094,118,2,387;648;384;653;394,0,1,0,10,15,Rocket & Light Missile Thermal Damage
37480,1,33094,271,1,37480,0,1,2,-4,15,Shield EM Resistance
37480,1,33094,272,1,37480,0,1,2,-4,15,Shield Explosive Resistance
37480,1,33094,273,1,37480,0,1,2,-4,15,Shield Kinetic Resistance
37480,1,33094,274,1,37480,0,1,2,-4,15,Shield Thermal Resistance
37480,1,37615,833,4,1636;1637,0,1,0,2,15,Siege & Skirmish Warfare Link Bonus
37480,1,37615,73,2,1533,0,1,0,-5,15,Micro Jump Field Generator duration
37480,0,0,30,4,1634;1635;1636;1637;1638,0,0,0,-95,15,Warfare link power need
37480,0,0,554,2,46,0,0,0,-50,15,MWD Signature Radius Penalty
# Blackbird,,,,,,,,,,,
632,1,3334,238,2,201,0,1,0,15,15,ECM Jam Strength Grav
632,1,3334,239,2,201,0,1,0,15,15,ECM Jam Strength Ladar
632,1,3334,240,2,201,0,1,0,15,15,ECM Jam Strength Mag
632,1,3334,241,2,201,0,1,0,15,15,ECM Jam Strength Radar
632,1,3334,54,2,201,0,1,0,12.5,15,ECM Optimal Range
632,1,3334,158,2,201,0,1,0,12.5,15,ECM Falloff
# Bowhead,,,,,,,,,,,
34328,1,34327,908,1,34328,0,1,0,5,15,Ship Maintenance Bay Capacity
34328,1,34327,70,1,34328,0,1,0,-5,15,Inertia
# Breacher,,,,,,,,,,,
598,1,3329,51,2,511;524;506;510;771;507;508;509;1245,0,1,0,-5,15,Missile ROF
598,1,3329,68,2,40;1156,0,1,0,7.5,15,Shield Booster Boost
# Broadsword,,,,,,,,,,,
12013,1,3333,10013,4,575;578,0,1,0,-5,15,Medium Projectile Turret ROF
12013,1,3333,10016,4,575;578,0,1,0,5,15,Medium Projectile Turret Damage
12013,1,28609,158,4,575;578,0,1,0,10,15,Medium Projectile Turret Falloff
12013,1,28609,103,2,899,0,1,0,5,15,Warp Disruption Field Range
12013,0,0,271,1,12013,0,0,2,-20,15,Shield EM Resistance
12013,0,0,272,1,12013,0,0,2,-20,15,Shield Explosive Resistance
12013,0,0,273,1,12013,0,0,2,-20,15,Shield Kinetic Resistance
12013,0,0,274,1,12013,0,0,2,-20,15,Shield Thermal Resistance
# Brutix,,,,,,,,,,,
16229,1,33097,10015,4,562;565,0,1,0,10,15,Medium Hybrid Turret Damage
16229,1,33097,84,2,62;1199,0,1,0,7.5,15,Armor Repair Amount
16229,0,0,54,4,562;565,0,0,0,25,15,Medium Hybrid Turret Optimal Range
16229,0,0,158,4,562;565,0,0,0,25,15,Medium Hybrid Turret Falloff
# Brutix Navy Issue,,,,,,,,,,,
33151,1,33097,10015,4,562;565,0,1,0,10,15,Medium Hybrid Turret Damage
33151,1,33097,160,4,562;565,0,1,0,7.5,15,Medium Hybrid Turret Tracking
33151,0,0,54,4,562;565,0,0,0,25,15,Medium Hybrid Turret Optimal Range
33151,0,0,158,4,562;565,0,0,0,25,15,Medium Hybrid Turret Falloff
# Brutix Serpentis Edition,,,,,,,,,,,
#33869,1,33097,10015,4,562;565,0,1,0,10,15,Medium Hybrid Turret Damage
#33869,1,33097,84,2,62;1199,0,1,0,7.5,15,Armor Repair Amount
# Burst,,,,,,,,,,,
599,1,3329,68,2,41;1697,0,1,0,10,15,Remote Shield Booster Rep Amount
599,1,3329,6,2,41;1697,0,1,0,-10,15,Remote Shield Booster Cap Use
599,0,0,54,2,41;1697,0,0,0,300,15,Remote Shield Booster Optimal
599,0,0,2044,2,41;1697,0,0,0,300,15,Remote Shield Booster Falloff
# Bustard,,,,,,,,,,,
12731,1,3342,68,2,40;1156,0,1,0,7.5,15,Shield Booster Boost
12731,1,3342,37,1,12731,0,1,0,5,15,Max Velocity
12731,1,19719,912,1,12731,0,1,0,5,15,Fleet Hangar Capacity
12731,1,19719,271,1,12731,0,1,2,-4,15,Shield EM Resistance
12731,1,19719,272,1,12731,0,1,2,-4,15,Shield Explosive Resistance
12731,1,19719,273,1,12731,0,1,2,-4,15,Shield Kinetic Resistance
12731,1,19719,274,1,12731,0,1,2,-4,15,Shield Thermal Resistance
12731,0,0,1223,2,46,0,0,0,100,15,Propulsion Overheat Effect
12731,0,0,1206,2,40;1156;62;1199;63;1150,0,0,0,100,15,Repair & RAH Duration Overheat Effect
12731,0,0,1230,2,62;1199,0,0,0,100,15,Armor Repair Amount Overheat Effect
12731,0,0,1231,2,40;1156,0,0,0,100,15,Shield Boost Amount Overheat Effect
12731,0,0,1208,2,77;328,0,0,0,100,15,Hardener Overheat Effect
# Buzzard,,,,,,,,,,,
11192,1,3330,117,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,1,0,5,15,Missile Kinetic Damage
11192,1,3330,51,2,511;524;506;510;771;507;508;509;1245,0,1,0,-5,15,Missile ROF
11192,1,12093,50,2,330,0,1,0,-20,15,Cloaking Device CPU
11192,1,12093,1371,2,479,0,1,0,10,15,Probe Scan Strength Bonus
11192,0,0,1910,4,1718,0,0,1,10,15,Data & Relic Analyzer Virus Strength
# Caldari Navy Hookbill,,,,,,,,,,,
17619,1,3330,37,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,1,0,10,15,Missile Velocity
17619,1,3330,114,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,1,0,20,15,Missile EM Damage
17619,1,3330,116,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,1,0,20,15,Missile Explosive Damage
17619,1,3330,117,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,1,0,25,15,Missile Kinetic Damage
17619,1,3330,118,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,1,0,20,15,Missile Thermal Damage
# Caedes
42246,1,3331,90,2,68,0,1,0,20,15,Nos Drain Amount
42246,1,3331,97,2,71,0,1,0,20,15,Neut Drain Amount
42246,1,3331,158,4,567;570,0,1,0,25,15,Small Energy Turret falloff
42246,1,3329,54,2,65,0,1,0,20,15,Stasis Web Range
42246,1,3329,50,2,330,0,1,0,-20,15,Cloaking Device CPU
42246,1,12093,1371,2,479,0,1,0,10,15,Probe Scan Strength Bonus
42246,1,12093,2044,2,68,0,1,0,25,15,Nos Drain Falloff
42246,1,12093,2044,2,71,0,1,0,25,15,Neut Drain Falloff
42246,0,0,10014,4,567;570,0,0,0,400,15,Small Energy Turret Damage
42246,0,0,1910,4,1718,0,0,1,10,15,Data & Relic Analyzer Virus Strength
42246,0,0,560,2,330,0,0,0,-100,15,Sensor Recalibration Time Bonus
# Cambion,,,,,,,,,,,
32788,1,3330,271,1,11381,0,1,2,-4,15,Shield EM Resistance
32788,1,3330,272,1,11381,0,1,2,-4,15,Shield Explosive Resistance
32788,1,3330,273,1,11381,0,1,2,-4,15,Shield Kinetic Resistance
32788,1,3330,274,1,11381,0,1,2,-4,15,Shield Thermal Resistance
32788,1,12095,51,2,507;509,0,1,0,-5,15,Rocket & Light Missile Launcher ROF
32788,0,0,117,2,384;387;648;653;394,0,0,0,115,15,Rocket & Light Missile Kinetic Damage
32788,0,0,1211,7,1211,0,0,0,-50,15,Heat Damage Reduction
# Caracal,,,,,,,,,,,
621,1,3334,51,2,511;510;771,0,1,0,-5,15,"Rapid Light, Heavy & HAM Launcher ROF"
621,1,3334,37,2,654;655;653;772;385;384;394;395,0,1,0,10,15,"Light, Heavy & HAM Velocity"
# Caracal Navy Issue,,,,,,,,,,,
17634,1,3334,51,2,511;510;771,0,1,0,-5,15,"Rapid Light, Heavy & HAM Launcher ROF"
17634,1,3334,654,2,385;655;772;654;395,0,1,0,-5,15,Heavy & HAM Explosion Radius
# Caracal Nugoeihuvi Edition,,,,,,,,,,,
